"compactness","surface_area","wall_area","roof_area","height","orientation","glazing_area","glazing_area_distribution","electricity"
0.82,612.5,318.5,147,7,2,0.25,5,257
0.82,612.5,318.5,147,7,3,0.25,5,251.7
0.82,612.5,318.5,147,7,4,0.25,5,246
0.82,612.5,318.5,147,7,5,0.25,5,254.9
0.79,637,343,147,7,2,0.25,5,398.9
0.79,637,343,147,7,3,0.25,5,398.3
0.79,637,343,147,7,4,0.25,5,390.1
0.79,637,343,147,7,5,0.25,5,386.5
0.76,661.5,416.5,122.5,7,2,0.25,5,356.9
0.76,661.5,416.5,122.5,7,3,0.25,5,366.4
0.76,661.5,416.5,122.5,7,4,0.25,5,360.6
0.76,661.5,416.5,122.5,7,5,0.25,5,367
0.74,686,245,220.5,3.5,2,0.25,5,121.2
0.74,686,245,220.5,3.5,3,0.25,5,116.7
0.74,686,245,220.5,3.5,4,0.25,5,116.4
0.74,686,245,220.5,3.5,5,0.25,5,120.2
0.71,710.5,269.5,220.5,3.5,2,0.25,5,122.7
0.71,710.5,269.5,220.5,3.5,3,0.25,5,121.9
0.71,710.5,269.5,220.5,3.5,4,0.25,5,122.5
0.71,710.5,269.5,220.5,3.5,5,0.25,5,122.7
0.69,735,294,220.5,3.5,2,0.25,5,124.7
0.69,735,294,220.5,3.5,3,0.25,5,121.2
0.69,735,294,220.5,3.5,4,0.25,5,121.8
0.69,735,294,220.5,3.5,5,0.25,5,124.7
0.66,759.5,318.5,220.5,3.5,2,0.25,5,129.3
0.66,759.5,318.5,220.5,3.5,3,0.25,5,128.2
0.66,759.5,318.5,220.5,3.5,4,0.25,5,127.8
0.66,759.5,318.5,220.5,3.5,5,0.25,5,130.2
0.64,784,343,220.5,3.5,2,0.25,5,167.3
0.64,784,343,220.5,3.5,3,0.25,5,168.6
0.64,784,343,220.5,3.5,4,0.25,5,167.6
0.64,784,343,220.5,3.5,5,0.25,5,169.2
0.62,808.5,367.5,220.5,3.5,2,0.25,5,136.8
0.62,808.5,367.5,220.5,3.5,3,0.25,5,139.9
0.62,808.5,367.5,220.5,3.5,4,0.25,5,141.6
0.62,808.5,367.5,220.5,3.5,5,0.25,5,138.6
0.98,514.5,294,110.25,7,2,0.4,1,322.6
0.98,514.5,294,110.25,7,3,0.4,1,322.6
0.98,514.5,294,110.25,7,4,0.4,1,324.9
0.98,514.5,294,110.25,7,5,0.4,1,325.3
0.9,563.5,318.5,122.5,7,2,0.4,1,364.7
0.9,563.5,318.5,122.5,7,3,0.4,1,372.4
0.9,563.5,318.5,122.5,7,4,0.4,1,366.6
0.9,563.5,318.5,122.5,7,5,0.4,1,359.6
0.86,588,294,147,7,2,0.4,1,318.9
0.86,588,294,147,7,3,0.4,1,323.9
0.86,588,294,147,7,4,0.4,1,320.9
0.86,588,294,147,7,5,0.4,1,312.9
0.82,612.5,318.5,147,7,2,0.4,1,292.2
0.82,612.5,318.5,147,7,3,0.4,1,299.1
0.82,612.5,318.5,147,7,4,0.4,1,295.3
0.82,612.5,318.5,147,7,5,0.4,1,286.5
0.79,637,343,147,7,2,0.4,1,414
0.79,637,343,147,7,3,0.4,1,426.2
0.79,637,343,147,7,4,0.4,1,425
0.79,637,343,147,7,5,0.4,1,416.7
0.76,661.5,416.5,122.5,7,2,0.4,1,407.8
0.76,661.5,416.5,122.5,7,3,0.4,1,399.7
0.76,661.5,416.5,122.5,7,4,0.4,1,407.1
0.76,661.5,416.5,122.5,7,5,0.4,1,404.3
0.74,686,245,220.5,3.5,2,0.4,1,145.2
0.74,686,245,220.5,3.5,3,0.4,1,146.1
0.74,686,245,220.5,3.5,4,0.4,1,145
0.74,686,245,220.5,3.5,5,0.4,1,145.5
0.71,710.5,269.5,220.5,3.5,2,0.4,1,145.1
0.71,710.5,269.5,220.5,3.5,3,0.4,1,146
0.71,710.5,269.5,220.5,3.5,4,0.4,1,145
0.71,710.5,269.5,220.5,3.5,5,0.4,1,145.8
0.69,735,294,220.5,3.5,2,0.4,1,145.1
0.69,735,294,220.5,3.5,3,0.4,1,147
0.69,735,294,220.5,3.5,4,0.4,1,144.2
0.69,735,294,220.5,3.5,5,0.4,1,144.2
0.66,759.5,318.5,220.5,3.5,2,0.4,1,152.3
0.66,759.5,318.5,220.5,3.5,3,0.4,1,152.3
0.66,759.5,318.5,220.5,3.5,4,0.4,1,152.3
0.66,759.5,318.5,220.5,3.5,5,0.4,1,152.3
0.64,784,343,220.5,3.5,2,0.4,1,195.2
0.64,784,343,220.5,3.5,3,0.4,1,193.6
0.64,784,343,220.5,3.5,4,0.4,1,194.8
0.64,784,343,220.5,3.5,5,0.4,1,194.2
0.62,808.5,367.5,220.5,3.5,2,0.4,1,150.9
0.62,808.5,367.5,220.5,3.5,3,0.4,1,171.7
0.62,808.5,367.5,220.5,3.5,4,0.4,1,171.4
0.62,808.5,367.5,220.5,3.5,5,0.4,1,171.4
0.98,514.5,294,110.25,7,2,0.4,2,328.2
0.98,514.5,294,110.25,7,3,0.4,2,327.1
0.98,514.5,294,110.25,7,4,0.4,2,322.4
0.98,514.5,294,110.25,7,5,0.4,2,327.2
0.9,563.5,318.5,122.5,7,2,0.4,2,358.4
0.9,563.5,318.5,122.5,7,3,0.4,2,365.7
0.9,563.5,318.5,122.5,7,4,0.4,2,360.6
0.9,563.5,318.5,122.5,7,5,0.4,2,356.9
0.86,588,294,147,7,2,0.4,2,324.8
0.86,588,294,147,7,3,0.4,2,327.4
0.86,588,294,147,7,4,0.4,2,321.3
0.86,588,294,147,7,5,0.4,2,316.4
0.82,612.5,318.5,147,7,2,0.4,2,289.5
0.82,612.5,318.5,147,7,3,0.4,2,294.9
0.82,612.5,318.5,147,7,4,0.4,2,286.4
0.82,612.5,318.5,147,7,5,0.4,2,280.1
0.79,637,343,147,7,2,0.4,2,416.4
0.79,637,343,147,7,3,0.4,2,431
0.79,637,343,147,7,4,0.4,2,427.4
0.79,637,343,147,7,5,0.4,2,419.2
0.76,661.5,416.5,122.5,7,2,0.4,2,407.8
0.76,661.5,416.5,122.5,7,3,0.4,2,401.5
0.76,661.5,416.5,122.5,7,4,0.4,2,405.7
0.76,661.5,416.5,122.5,7,5,0.4,2,404.2
0.74,686,245,220.5,3.5,2,0.4,2,145.4
0.74,686,245,220.5,3.5,3,0.4,2,144.5
0.74,686,245,220.5,3.5,4,0.4,2,141.8
0.74,686,245,220.5,3.5,5,0.4,2,145
0.71,710.5,269.5,220.5,3.5,2,0.4,2,147
0.71,710.5,269.5,220.5,3.5,3,0.4,2,146.6
0.71,710.5,269.5,220.5,3.5,4,0.4,2,144
0.71,710.5,269.5,220.5,3.5,5,0.4,2,147.1
0.69,735,294,220.5,3.5,2,0.4,2,147.5
0.69,735,294,220.5,3.5,3,0.4,2,147.1
0.69,735,294,220.5,3.5,4,0.4,2,143.3
0.69,735,294,220.5,3.5,5,0.4,2,146.2
0.66,759.5,318.5,220.5,3.5,2,0.4,2,153.4
0.66,759.5,318.5,220.5,3.5,3,0.4,2,152.9
0.66,759.5,318.5,220.5,3.5,4,0.4,2,150.9
0.66,759.5,318.5,220.5,3.5,5,0.4,2,153
0.64,784,343,220.5,3.5,2,0.4,2,192
0.64,784,343,220.5,3.5,3,0.4,2,188.8
0.64,784,343,220.5,3.5,4,0.4,2,189
0.64,784,343,220.5,3.5,5,0.4,2,191.2
0.62,808.5,367.5,220.5,3.5,2,0.4,2,167.6
0.62,808.5,367.5,220.5,3.5,3,0.4,2,172.3
0.62,808.5,367.5,220.5,3.5,4,0.4,2,172.6
0.62,808.5,367.5,220.5,3.5,5,0.4,2,171.5
0.98,514.5,294,110.25,7,2,0.4,3,328.2
0.98,514.5,294,110.25,7,3,0.4,3,326.9
0.98,514.5,294,110.25,7,4,0.4,3,322.3
0.98,514.5,294,110.25,7,5,0.4,3,327.5
0.9,563.5,318.5,122.5,7,2,0.4,3,342.4
0.9,563.5,318.5,122.5,7,3,0.4,3,349.5
0.9,563.5,318.5,122.5,7,4,0.4,3,350.5
0.9,563.5,318.5,122.5,7,5,0.4,3,342.9
0.86,588,294,147,7,2,0.4,3,312.8
0.86,588,294,147,7,3,0.4,3,321.2
0.86,588,294,147,7,4,0.4,3,320.5
0.86,588,294,147,7,5,0.4,3,318.4
0.82,612.5,318.5,147,7,2,0.4,3,286.7
0.82,612.5,318.5,147,7,3,0.4,3,296.7
0.82,612.5,318.5,147,7,4,0.4,3,294.7
0.82,612.5,318.5,147,7,5,0.4,3,289.1
0.79,637,343,147,7,2,0.4,3,412.6
0.79,637,343,147,7,3,0.4,3,413
0.79,637,343,147,7,4,0.4,3,424.9
0.79,637,343,147,7,5,0.4,3,420.8
0.76,661.5,416.5,122.5,7,2,0.4,3,393.2
0.76,661.5,416.5,122.5,7,3,0.4,3,398.4
0.76,661.5,416.5,122.5,7,4,0.4,3,388.9
0.76,661.5,416.5,122.5,7,5,0.4,3,396.8
0.74,686,245,220.5,3.5,2,0.4,3,139.7
0.74,686,245,220.5,3.5,3,0.4,3,142.2
0.74,686,245,220.5,3.5,4,0.4,3,141
0.74,686,245,220.5,3.5,5,0.4,3,137.8
0.71,710.5,269.5,220.5,3.5,2,0.4,3,140.7
0.71,710.5,269.5,220.5,3.5,3,0.4,3,140.3
0.71,710.5,269.5,220.5,3.5,4,0.4,3,139.4
0.71,710.5,269.5,220.5,3.5,5,0.4,3,138.6
0.69,735,294,220.5,3.5,2,0.4,3,143.2
0.69,735,294,220.5,3.5,3,0.4,3,145.6
0.69,735,294,220.5,3.5,4,0.4,3,143.3
0.69,735,294,220.5,3.5,5,0.4,3,140.8
0.66,759.5,318.5,220.5,3.5,2,0.4,3,151.6
0.66,759.5,318.5,220.5,3.5,3,0.4,3,151.8
0.66,759.5,318.5,220.5,3.5,4,0.4,3,147.2
0.66,759.5,318.5,220.5,3.5,5,0.4,3,149
0.64,784,343,220.5,3.5,2,0.4,3,184.8
0.64,784,343,220.5,3.5,3,0.4,3,187.1
0.64,784,343,220.5,3.5,4,0.4,3,184.8
0.64,784,343,220.5,3.5,5,0.4,3,184.6
0.62,808.5,367.5,220.5,3.5,2,0.4,3,164.7
0.62,808.5,367.5,220.5,3.5,3,0.4,3,163.5
0.62,808.5,367.5,220.5,3.5,4,0.4,3,165.5
0.62,808.5,367.5,220.5,3.5,5,0.4,3,167.4
0.98,514.5,294,110.25,7,2,0.4,4,328.5
0.98,514.5,294,110.25,7,3,0.4,4,326.7
0.98,514.5,294,110.25,7,4,0.4,4,322.1
0.98,514.5,294,110.25,7,5,0.4,4,327.4
0.9,563.5,318.5,122.5,7,2,0.4,4,364.5
0.9,563.5,318.5,122.5,7,3,0.4,4,357.3
0.9,563.5,318.5,122.5,7,4,0.4,4,354
0.9,563.5,318.5,122.5,7,5,0.4,4,365.7
0.86,588,294,147,7,2,0.4,4,323.8
0.86,588,294,147,7,3,0.4,4,316.6
0.86,588,294,147,7,4,0.4,4,321.5
0.86,588,294,147,7,5,0.4,4,327.5
0.82,612.5,318.5,147,7,2,0.4,4,289.3
0.82,612.5,318.5,147,7,3,0.4,4,280.5
0.82,612.5,318.5,147,7,4,0.4,4,286.4
0.82,612.5,318.5,147,7,5,0.4,4,295.2
0.79,637,343,147,7,2,0.4,4,427.7
0.79,637,343,147,7,3,0.4,4,417.3
0.79,637,343,147,7,4,0.4,4,413.2
0.79,637,343,147,7,5,0.4,4,429.6
0.76,661.5,416.5,122.5,7,2,0.4,4,406.8
0.76,661.5,416.5,122.5,7,3,0.4,4,404
0.76,661.5,416.5,122.5,7,4,0.4,4,406
0.76,661.5,416.5,122.5,7,5,0.4,4,401.1
0.74,686,245,220.5,3.5,2,0.4,4,143.7
0.74,686,245,220.5,3.5,3,0.4,4,144.8
0.74,686,245,220.5,3.5,4,0.4,4,143.2
0.74,686,245,220.5,3.5,5,0.4,4,144.4
0.71,710.5,269.5,220.5,3.5,2,0.4,4,146
0.71,710.5,269.5,220.5,3.5,3,0.4,4,147
0.71,710.5,269.5,220.5,3.5,4,0.4,4,144.7
0.71,710.5,269.5,220.5,3.5,5,0.4,4,146.6
0.69,735,294,220.5,3.5,2,0.4,4,145.4
0.69,735,294,220.5,3.5,3,0.4,4,146.2
0.69,735,294,220.5,3.5,4,0.4,4,145.3
0.69,735,294,220.5,3.5,5,0.4,4,147.1
0.66,759.5,318.5,220.5,3.5,2,0.4,4,153.4
0.66,759.5,318.5,220.5,3.5,3,0.4,4,152.9
0.66,759.5,318.5,220.5,3.5,4,0.4,4,150.9
0.66,759.5,318.5,220.5,3.5,5,0.4,4,153
0.64,784,343,220.5,3.5,2,0.4,4,190.6
0.64,784,343,220.5,3.5,3,0.4,4,191.3
0.64,784,343,220.5,3.5,4,0.4,4,190
0.64,784,343,220.5,3.5,5,0.4,4,188.4
0.62,808.5,367.5,220.5,3.5,2,0.4,4,164.4
0.62,808.5,367.5,220.5,3.5,3,0.4,4,169
0.62,808.5,367.5,220.5,3.5,4,0.4,4,169.4
0.62,808.5,367.5,220.5,3.5,5,0.4,4,167.7
0.98,514.5,294,110.25,7,2,0.4,5,328.4
0.98,514.5,294,110.25,7,3,0.4,5,327.2
0.98,514.5,294,110.25,7,4,0.4,5,322.1
0.98,514.5,294,110.25,7,5,0.4,5,327.3
0.9,563.5,318.5,122.5,7,2,0.4,5,356.7
0.9,563.5,318.5,122.5,7,3,0.4,5,350.1
0.9,563.5,318.5,122.5,7,4,0.4,5,347.2
0.9,563.5,318.5,122.5,7,5,0.4,5,352.4
0.86,588,294,147,7,2,0.4,5,323.1
0.86,588,294,147,7,3,0.4,5,318.1
0.86,588,294,147,7,4,0.4,5,311.2
0.86,588,294,147,7,5,0.4,5,320.6
0.82,612.5,318.5,147,7,2,0.4,5,300
0.82,612.5,318.5,147,7,3,0.4,5,295
0.82,612.5,318.5,147,7,4,0.4,5,290.6
0.82,612.5,318.5,147,7,5,0.4,5,299.2
0.79,637,343,147,7,2,0.4,5,421.1
0.79,637,343,147,7,3,0.4,5,419.6
0.79,637,343,147,7,4,0.4,5,410.9
0.79,637,343,147,7,5,0.4,5,407.9
0.76,661.5,416.5,122.5,7,2,0.4,5,388.2
0.76,661.5,416.5,122.5,7,3,0.4,5,397.2
0.76,661.5,416.5,122.5,7,4,0.4,5,393.1
0.76,661.5,416.5,122.5,7,5,0.4,5,398.6
0.74,686,245,220.5,3.5,2,0.4,5,144.1
0.74,686,245,220.5,3.5,3,0.4,5,141.9
0.74,686,245,220.5,3.5,4,0.4,5,141.7
0.74,686,245,220.5,3.5,5,0.4,5,143.9
0.71,710.5,269.5,220.5,3.5,2,0.4,5,124.3
0.71,710.5,269.5,220.5,3.5,3,0.4,5,126.3
0.71,710.5,269.5,220.5,3.5,4,0.4,5,127.6
0.71,710.5,269.5,220.5,3.5,5,0.4,5,124.2
0.69,735,294,220.5,3.5,2,0.4,5,141.2
0.69,735,294,220.5,3.5,3,0.4,5,142.8
0.69,735,294,220.5,3.5,4,0.4,5,143.7
0.69,735,294,220.5,3.5,5,0.4,5,142.1
0.66,759.5,318.5,220.5,3.5,2,0.4,5,149.6
0.66,759.5,318.5,220.5,3.5,3,0.4,5,149.2
0.66,759.5,318.5,220.5,3.5,4,0.4,5,149.2
0.66,759.5,318.5,220.5,3.5,5,0.4,5,151.6
0.64,784,343,220.5,3.5,2,0.4,5,176.9
0.64,784,343,220.5,3.5,3,0.4,5,181.9
0.64,784,343,220.5,3.5,4,0.4,5,181.6
0.64,784,343,220.5,3.5,5,0.4,5,178.8
0.62,808.5,367.5,220.5,3.5,2,0.4,5,165.4
0.62,808.5,367.5,220.5,3.5,3,0.4,5,164.4
0.62,808.5,367.5,220.5,3.5,4,0.4,5,164.8
0.62,808.5,367.5,220.5,3.5,5,0.4,5,166.4
