제목,링크,썸네일,sizeheight,sizewidth
알리팡 아동 데님 찢어진 청바지,http://shopping.phinf.naver.net/main_6055496/60554969021.20260622212842.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6055496%2F60554969021.20260622212842.jpg,800,800
여성용 청바지 탄성 부드러운 높은 허리 다리 TWE STR 넓은 코튼 포켓 블렌드 Bla S : 샵파라다이스,http://shop1.phinf.naver.net/20260205_50/1770269455508g4shy_JPEG/104402247612413368_344025590.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260205_50%2F1770269455508g4shy_JPEG%2F104402247612413368_344025590.jpg,1000,1000
남자청바지 사계절 스트레이트 꾸안꾸룩 스트리트 스판 9부 데님팬츠 : 웨일리,https://shop-phinf.pstatic.net/20250915_78/1757938891524FJnzN_JPEG/91404626331741243_827439378.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20250915_78%2F1757938891524FJnzN_JPEG%2F91404626331741243_827439378.jpg,1000,1000
후니오 남성일자청바지 여름 일자핏 청바지 와이드 일자 캐주얼 팬츠 UNO2 : 후니오124,https://shop-phinf.pstatic.net/20250327_99/1743045991539oRLez_JPEG/76522542585184273_1000283872.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20250327_99%2F1743045991539oRLez_JPEG%2F76522542585184273_1000283872.jpeg,1000,1000
겨울 일자 청바지 남성 스트레이트핏 추동 빈티지 프리미엄 라이트 스트레이트 스판 9부 캐주얼 바지 admr4 : 사계절플로우,https://shop-phinf.pstatic.net/20251202_23/1764622492255td6bS_JPEG/19149475043182943_563868578.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20251202_23%2F1764622492255td6bS_JPEG%2F19149475043182943_563868578.jpeg,800,600
여름 빅 사이즈 얇은 일자핏 루즈핏 와이드 찢어진 청바지 NZPDKX04 : 스마트 공장,http://shop1.phinf.naver.net/20250527_14/1748308685258NOs2j_JPEG/62193964034164121_1101863230.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20250527_14%2F1748308685258NOs2j_JPEG%2F62193964034164121_1101863230.jpg,1200,1200
작업복 배기핏 남자와이드청바지 데님팬츠,http://shopping.phinf.naver.net/main_6044223/60442239997.20260614170730.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6044223%2F60442239997.20260614170730.jpg,1000,1000
겨울 남성 슬림 스판 기모 9부 청바지 zy - 청바지 | 쿠팡,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/be27/1757bf636a7e435d52e1c242b0b7590fb0091fc206a5d65bbbcfae8e4330.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.coupangcdn.com%2Fthumbnails%2Fremote%2F492x492ex%2Fimage%2Fvendor_inventory%2Fbe27%2F1757bf636a7e435d52e1c242b0b7590fb0091fc206a5d65bbbcfae8e4330.jpg,492,492
치유쿠 봄여름 빅 사이즈 여성 허리밴딩 플라워 자수 7부 청바지 이미지색 L,http://shopping.phinf.naver.net/main_5906930/59069305572.20260226231906.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5906930%2F59069305572.20260226231906.jpg,800,800
HotCode 테이퍼드 청바지 크롭 HC615,http://shopping.phinf.naver.net/main_3654514/36545148669.20260711071938.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_3654514%2F36545148669.20260711071938.jpg,1000,1000
DOHC 청바지 DS1MDP231,http://shopping.phinf.naver.net/main_6232006/6232006208.1.20120407103512.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6232006%2F6232006208.1.20120407103512.jpg,500,500
besteffie 와이드 청바지 여성 밑단 수술장식 밴딩 와이드 썸머 데님 팬츠 엄마 E88,http://shopping.phinf.naver.net/main_5006886/50068864084.2.20240831141414.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5006886%2F50068864084.2.20240831141414.jpg,1000,1000
리바이스 5부 청바지 49139-0001,http://shopping.phinf.naver.net/main_6451586/6451586597.20120716161326.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6451586%2F6451586597.20120716161326.jpg,500,500
무릎 트임 구제 청바지 : 옷 고르는 재미-롱본,http://shop1.phinf.naver.net/20260426_3/1777162971138u2NIv_JPEG/49130461250824706_1845185473.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260426_3%2F1777162971138u2NIv_JPEG%2F49130461250824706_1845185473.jpg,1000,1000
해피유통남성 루즈핏 청바지 트렌디한 찢어진 디자인XG03 M 푸른 색,http://shopping.phinf.naver.net/main_5804601/58046014662.20251206235621.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5804601%2F58046014662.20251206235621.jpg,800,800
뱅뱅 세이브존02 여름밴드와이드스판8부청바지 NQL353,https://cdn2.halfclub.com/cdn/product/SA004426/P396830466/1_P396830466_basic_1782526418517.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fcdn2.halfclub.com%2Fcdn%2Fproduct%2FSA004426%2FP396830466%2F1_P396830466_basic_1782526418517.jpg,600,600
TKX 여성용 넓은 핏 청바지 허리밴드 나비 장식 데님 팬츠 귀여운 디자인,http://shopping.phinf.naver.net/main_5905328/59053288421.20260225225809.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5905328%2F59053288421.20260225225809.jpg,1000,1000
인터메조 캐주얼 청바지 67P0603,http://shopping.phinf.naver.net/main_6802520/6802520559.2.20130318173823.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6802520%2F6802520559.2.20130318173823.jpg,500,500
여성 워싱 빈티지 청바지 9부 데님팬츠 28 연청,http://shopping.phinf.naver.net/main_6055549/60555498930.20260623000926.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6055549%2F60555498930.20260623000926.jpg,852,852
남성 청바지 여름 스판 캐주얼 반바지 일자 5부 16. 2538-9 블루그레이 33 : 스포마켓365G16,http://shop1.phinf.naver.net/20260714_290/1784001108769NTxcI_JPEG/O1CN01Urezje1f5tuX2BtJ6_2842403956-0-cib_translated.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260714_290%2F1784001108769NTxcI_JPEG%2FO1CN01Urezje1f5tuX2BtJ6_2842403956-0-cib_translated.jpg,800,800
여성 여름 일자핏 청바지 라이트 블루 와이드 레그 9 포인트 사람들 2026 : 에타직구,http://shop1.phinf.naver.net/20260501_141/1777628411786jUIb0_JPEG/1032593084433_2.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260501_141%2F1777628411786jUIb0_JPEG%2F1032593084433_2.jpg,2000,1500
셀럽당 1 1여름 얇은 청바지 남자 스트레이트 와이드 스판 남자 바지 그레이블루 28 C01067,http://shopping.phinf.naver.net/main_5960766/59607662588.20260409235817.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5960766%2F59607662588.20260409235817.jpg,1000,1000
알리팡 여아 기모안감 청바지 와이드핏 데님 팬츠 2개 - 의류 | 쿠팡,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/5ac1/cfa7e7564b86883ad382648b30713808f73431bb588622fb5694d25e1aff.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.coupangcdn.com%2Fthumbnails%2Fremote%2F492x492ex%2Fimage%2Fvendor_inventory%2F5ac1%2Fcfa7e7564b86883ad382648b30713808f73431bb588622fb5694d25e1aff.jpg,492,492
MOSAIRATION 여성 청바지 하이웨스트 캐주얼 스트레이트 데님 팬츠 M0011214,http://shopping.phinf.naver.net/main_5905233/59052339682.20260225203309.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5905233%2F59052339682.20260225203309.jpg,1000,1000
여성 바지 빈티지 캐주얼 가을 청바지 데님바지 엘보 배기핏 와이드 워싱 데일룩 DAOL3 : 또바기 스토리,https://shop-phinf.pstatic.net/20260225_102/1772026326294knmy2_JPEG/17651518277285563_1828632372.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260225_102%2F1772026326294knmy2_JPEG%2F17651518277285563_1828632372.jpeg,500,500
여성 슬림핏 하이웨이스트 데님 청바지 봄 와이드 스트레이트 크롭 : 하유유통,https://shop-phinf.pstatic.net/20260605_15/1780647523181fL90t_JPEG/60041470290489220_709064148.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260605_15%2F1780647523181fL90t_JPEG%2F60041470290489220_709064148.jpg,800,800
타미힐피거 기본 워싱 청바지 EMM3PD91A,http://shopping.phinf.naver.net/main_6623271/6623271269.2.20121011120311.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6623271%2F6623271269.2.20121011120311.jpg,500,500
TKX 남성 복고풍 자수 디테일 와이드 청바지 캐주얼 스타일 봄가을 워싱 편한 사진색,http://shopping.phinf.naver.net/main_5874184/58741848996.20260131212812.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5874184%2F58741848996.20260131212812.jpg,1000,1000
