지역명,평당분양가격,연도,월
전북,7873.799999999999,2019,2
전남,7959.599999999999,2019,2
경북,8751.6,2019,2
경남,9675.6,2019,2
제주,11299.2,2019,2
서울,25647.6,2019,3
인천,12150.6,2019,3
경기,14417.7,2019,3
부산,13424.4,2019,3
대구,13117.5,2019,3
광주,10926.3,2019,3
대전,11913.0,2019,3
울산,,2019,3
세종,10081.5,2019,3
강원,7936.5,2019,3
충북,7560.299999999999,2019,3
충남,8570.1,2019,3
전북,8091.599999999999,2019,3
전남,7880.4,2019,3
경북,8741.699999999999,2019,3
경남,9494.1,2019,3
제주,11299.2,2019,3
서울,25687.2,2019,4
인천,12150.6,2019,4
경기,14556.3,2019,4
부산,12959.1,2019,4
대구,13249.5,2019,4
광주,10932.9,2019,4
대전,11820.6,2019,4
울산,,2019,4
세종,11411.4,2019,4
강원,8362.199999999999,2019,4
충북,7596.599999999999,2019,4
충남,8609.699999999999,2019,4
전북,7953.0,2019,4
전남,7623.0,2019,4
경북,8642.699999999999,2019,4
경남,9348.9,2019,4
제주,11355.3,2019,4
서울,25693.8,2019,5
인천,12807.3,2019,5
경기,14358.3,2019,5
부산,12949.2,2019,5
대구,13579.5,2019,5
광주,11602.8,2019,5
대전,11820.6,2019,5
울산,,2019,5
세종,11411.4,2019,5
강원,8236.8,2019,5
충북,7580.099999999999,2019,5
충남,8916.6,2019,5
전북,8147.7,2019,5
전남,7484.4,2019,5
경북,8378.699999999999,2019,5
경남,9705.3,2019,5
제주,11355.3,2019,5
서울,26730.0,2019,6
인천,12827.1,2019,6
경기,14952.3,2019,6
부산,12889.8,2019,6
대구,13747.8,2019,6
광주,11863.5,2019,6
대전,11470.8,2019,6
울산,,2019,6
세종,11411.4,2019,6
강원,8276.4,2019,6
충북,7679.099999999999,2019,6
충남,8639.4,2019,6
전북,8147.7,2019,6
전남,7656.0,2019,6
경북,8378.699999999999,2019,6
경남,9791.1,2019,6
제주,12355.2,2019,6
서울,26621.1,2019,7
인천,12827.1,2019,7
경기,14147.1,2019,7
부산,12777.6,2019,7
대구,14180.1,2019,7
광주,12381.6,2019,7
대전,11474.1,2019,7
울산,,2019,7
세종,11411.4,2019,7
강원,8220.3,2019,7
충북,7557.0,2019,7
충남,8811.0,2019,7
전북,8210.4,2019,7
전남,7722.0,2019,7
경북,8378.699999999999,2019,7
경남,9791.1,2019,7
제주,12767.7,2019,7
서울,26706.9,2019,8
인천,13005.3,2019,8
경기,14331.9,2019,8
부산,12972.3,2019,8
대구,14239.5,2019,8
광주,12279.3,2019,8
대전,11170.5,2019,8
울산,,2019,8
세종,11411.4,2019,8
강원,8223.6,2019,8
충북,7388.7,2019,8
충남,8715.3,2019,8
전북,8679.0,2019,8
전남,7735.2,2019,8
경북,8682.3,2019,8
경남,9824.1,2019,8
제주,12767.7,2019,8
서울,26680.5,2019,9
인천,13005.3,2019,9
경기,14655.3,2019,9
부산,13275.9,2019,9
대구,14381.4,2019,9
광주,12279.3,2019,9
대전,11358.6,2019,9
울산,8992.5,2019,9
세종,11411.4,2019,9
강원,8190.599999999999,2019,9
충북,7467.9,2019,9
충남,8523.9,2019,9
전북,8679.0,2019,9
전남,8187.299999999999,2019,9
경북,8771.4,2019,9
경남,9883.5,2019,9
제주,12767.7,2019,9
서울,26700.3,2019,10
인천,13025.1,2019,10
경기,14589.3,2019,10
부산,13332.0,2019,10
대구,14536.5,2019,10
광주,12444.3,2019,10
대전,11985.6,2019,10
울산,10362.0,2019,10
세종,11411.4,2019,10
강원,8118.0,2019,10
충북,7497.599999999999,2019,10
충남,8586.6,2019,10
전북,8434.8,2019,10
전남,8230.199999999999,2019,10
경북,9616.2,2019,10
경남,10589.7,2019,10
제주,12767.7,2019,10
서울,26604.6,2019,11
인천,12942.6,2019,11
경기,14694.9,2019,11
부산,13150.5,2019,11
대구,14460.6,2019,11
광주,12658.8,2019,11
대전,11985.6,2019,11
울산,10362.0,2019,11
세종,11411.4,2019,11
강원,8283.0,2019,11
충북,7599.9,2019,11
충남,8586.6,2019,11
전북,8144.4,2019,11
전남,8292.9,2019,11
경북,9616.2,2019,11
경남,10563.3,2019,11
제주,12810.6,2019,11
서울,26251.5,2019,12
인천,13206.6,2019,12
경기,14826.9,2019,12
부산,12817.2,2019,12
대구,14427.6,2019,12
광주,12652.2,2019,12
대전,11985.6,2019,12
울산,10371.9,2019,12
세종,11411.4,2019,12
강원,8283.0,2019,12
충북,7606.5,2019,12
충남,8712.0,2019,12
전북,8144.4,2019,12
전남,8091.599999999999,2019,12
경북,9616.2,2019,12
경남,10107.9,2019,12
제주,12810.6,2019,12
서울,26799.3,2020,1
인천,13216.5,2020,1
경기,14859.9,2020,1
부산,12817.2,2020,1
대구,14586.0,2020,1
광주,12681.9,2020,1
대전,11985.6,2020,1
울산,10371.9,2020,1
세종,11411.4,2020,1
강원,8207.1,2020,1
충북,7606.5,2020,1
충남,8712.0,2020,1
전북,8144.4,2020,1
전남,8200.5,2020,1
경북,10144.2,2020,1
경남,10107.9,2020,1
제주,13051.5,2020,1
서울,26307.6,2020,2
인천,13477.2,2020,2
경기,14856.6,2020,2
부산,12949.2,2020,2
대구,14586.0,2020,2
광주,12681.9,2020,2
대전,11985.6,2020,2
울산,10371.9,2020,2
세종,11411.4,2020,2
강원,8325.9,2020,2
충북,7903.5,2020,2
충남,8593.199999999999,2020,2
전북,8144.4,2020,2
전남,8269.8,2020,2
경북,8431.5,2020,2
경남,10107.9,2020,2
제주,13051.5,2020,2
서울,26495.7,2020,3
인천,14058.0,2020,3
경기,14770.8,2020,3
부산,13035.0,2020,3
대구,14843.4,2020,3
광주,12681.9,2020,3
대전,11226.6,2020,3
울산,10371.9,2020,3
세종,11411.4,2020,3
강원,8144.4,2020,3
충북,7920.0,2020,3
충남,8606.4,2020,3
전북,8144.4,2020,3
전남,8500.8,2020,3
경북,8431.5,2020,3
경남,9794.4,2020,3
제주,13051.5,2020,3
서울,26367.0,2020,4
인천,14067.9,2020,4
경기,15057.9,2020,4
부산,12896.4,2020,4
대구,15100.8,2020,4
광주,12685.2,2020,4
대전,11074.8,2020,4
울산,10371.9,2020,4
세종,,2020,4
강원,8708.699999999999,2020,4
충북,7920.0,2020,4
충남,8708.699999999999,2020,4
전북,8259.9,2020,4
전남,8550.3,2020,4
경북,8807.699999999999,2020,4
경남,10404.9,2020,4
제주,13480.5,2020,4
서울,27030.3,2020,5
인천,14338.5,2020,5
경기,13942.5,2020,5
부산,13272.6,2020,5
대구,15335.1,2020,5
광주,12648.9,2020,5
대전,11008.8,2020,5
울산,10969.2,2020,5
세종,,2020,5
강원,8784.6,2020,5
충북,7936.5,2020,5
충남,8735.1,2020,5
전북,8184.0,2020,5
전남,8576.699999999999,2020,5
경북,8807.699999999999,2020,5
경남,9969.3,2020,5
제주,14902.8,2020,5
서울,27558.3,2020,6
인천,14661.9,2020,6
경기,13586.1,2020,6
부산,13272.6,2020,6
대구,15173.4,2020,6
광주,12599.4,2020,6
대전,11246.4,2020,6
울산,12371.7,2020,6
세종,,2020,6
강원,9084.9,2020,6
충북,7949.7,2020,6
충남,8847.3,2020,6
전북,8259.9,2020,6
전남,8566.8,2020,6
경북,8807.699999999999,2020,6
경남,10329.0,2020,6
제주,14922.6,2020,6
서울,26763.0,2020,7
인천,14635.5,2020,7
경기,14322.0,2020,7
부산,13467.3,2020,7
대구,15312.0,2020,7
광주,12688.5,2020,7
대전,11051.7,2020,7
울산,12790.8,2020,7
세종,,2020,7
강원,9457.8,2020,7
충북,7949.7,2020,7
충남,8936.4,2020,7
전북,8190.599999999999,2020,7
전남,8553.6,2020,7
경북,9744.9,2020,7
경남,10276.2,2020,7
제주,15338.4,2020,7
서울,26723.4,2020,8
인천,15318.6,2020,8
경기,13972.2,2020,8
부산,13266.0,2020,8
대구,15292.2,2020,8
광주,12190.2,2020,8
대전,10982.4,2020,8
울산,13645.5,2020,8
세종,,2020,8
강원,9867.0,2020,8
충북,7929.9,2020,8
충남,8946.3,2020,8
전북,8190.599999999999,2020,8
전남,8873.699999999999,2020,8
경북,10216.8,2020,8
경남,10276.2,2020,8
제주,15338.4,2020,8
서울,26776.2,2020,9
인천,15318.6,2020,9
경기,14097.6,2020,9
부산,13266.0,2020,9
대구,15325.2,2020,9
광주,12282.6,2020,9
대전,10827.3,2020,9
울산,13734.6,2020,9
세종,,2020,9
강원,10322.4,2020,9
충북,7900.2,2020,9
충남,9015.6,2020,9
전북,8309.4,2020,9
전남,8853.9,2020,9
경북,10216.8,2020,9
경남,10276.2,2020,9
제주,15338.4,2020,9
서울,26660.7,2020,10
인천,15576.0,2020,10
경기,14341.8,2020,10
부산,13114.2,2020,10
대구,15404.4,2020,10
광주,12282.6,2020,10
대전,10579.8,2020,10
울산,13803.9,2020,10
세종,11299.2,2020,10
강원,10322.4,2020,10
충북,7893.599999999999,2020,10
충남,8880.3,2020,10
전북,8487.6,2020,10
전남,8969.4,2020,10
경북,10114.5,2020,10
경남,10253.1,2020,10
제주,15338.4,2020,10
서울,27172.2,2020,11
인천,15737.7,2020,11
경기,14318.7,2020,11
부산,13569.6,2020,11
대구,15457.2,2020,11
광주,12358.5,2020,11
대전,10579.8,2020,11
울산,13803.9,2020,11
세종,11299.2,2020,11
강원,10395.0,2020,11
충북,8078.4,2020,11
충남,9180.6,2020,11
전북,8679.0,2020,11
전남,9104.7,2020,11
경북,10470.9,2020,11
경남,10272.9,2020,11
제주,15338.4,2020,11
서울,28267.8,2020,12
인천,15681.6,2020,12
경기,14473.8,2020,12
부산,14044.8,2020,12
대구,15325.2,2020,12
광주,12219.9,2020,12
대전,10579.8,2020,12
울산,13827.0,2020,12
세종,11299.2,2020,12
강원,10355.4,2020,12
충북,8527.199999999999,2020,12
충남,9111.3,2020,12
전북,8811.0,2020,12
전남,9342.3,2020,12
경북,10345.5,2020,12
경남,9860.4,2020,12
제주,15338.4,2020,12
서울,28267.8,2021,1
인천,15602.4,2021,1
경기,14414.4,2021,1
부산,14038.2,2021,1
대구,15354.9,2021,1
광주,12906.3,2021,1
대전,10579.8,2021,1
울산,13787.4,2021,1
세종,12533.4,2021,1
강원,10355.4,2021,1
충북,8527.199999999999,2021,1
충남,9111.3,2021,1
전북,8708.699999999999,2021,1
전남,9329.1,2021,1
경북,10345.5,2021,1
경남,9860.4,2021,1
제주,17156.7,2021,1
서울,28182.0,2021,2
인천,15651.9,2021,2
경기,14460.6,2021,2
부산,14163.6,2021,2
대구,15328.5,2021,2
광주,13902.9,2021,2
대전,11358.6,2021,2
울산,13787.4,2021,2
세종,12533.4,2021,2
강원,10401.6,2021,2
충북,8606.4,2021,2
충남,9141.0,2021,2
전북,8718.6,2021,2
전남,9827.4,2021,2
경북,10107.9,2021,2
경남,10309.2,2021,2
제주,17156.7,2021,2
서울,28290.9,2021,3
인천,15717.9,2021,3
경기,14440.8,2021,3
부산,14163.6,2021,3
대구,15470.4,2021,3
광주,13919.4,2021,3
대전,11358.6,2021,3
울산,13965.6,2021,3
세종,12533.4,2021,3
강원,9576.6,2021,3
충북,8619.6,2021,3
충남,9124.5,2021,3
전북,8718.6,2021,3
전남,9909.9,2021,3
경북,10107.9,2021,3
경남,10404.9,2021,3
제주,23756.7,2021,3
서울,28135.8,2021,4
인천,15549.6,2021,4
경기,14364.9,2021,4
부산,14427.6,2021,4
대구,15536.4,2021,4
광주,13919.4,2021,4
대전,11484.0,2021,4
울산,14312.1,2021,4
세종,12533.4,2021,4
강원,9504.0,2021,4
충북,8586.6,2021,4
충남,9170.7,2021,4
전북,8761.5,2021,4
전남,9669.0,2021,4
경북,10190.4,2021,4
경남,10296.0,2021,4
제주,23756.7,2021,4
서울,28597.8,2021,5
인천,15189.9,2021,5
경기,13982.1,2021,5
부산,14579.4,2021,5
대구,15519.9,2021,5
광주,13978.8,2021,5
대전,12213.3,2021,5
울산,14586.0,2021,5
세종,12533.4,2021,5
강원,9454.5,2021,5
충북,8586.6,2021,5
충남,9177.3,2021,5
전북,8853.9,2021,5
전남,9659.1,2021,5
경북,9989.1,2021,5
경남,10197.0,2021,5
제주,24783.0,2021,5
서울,29142.3,2021,6
인천,14883.0,2021,6
경기,13797.3,2021,6
부산,14539.8,2021,6
대구,15496.8,2021,6
광주,14173.5,2021,6
대전,12196.8,2021,6
울산,14701.5,2021,6
세종,12533.4,2021,6
강원,9639.3,2021,6
충북,8669.1,2021,6
충남,9266.4,2021,6
전북,8814.3,2021,6
전남,10074.9,2021,6
경북,10061.7,2021,6
경남,10230.0,2021,6
제주,24783.0,2021,6
서울,30396.3,2021,7
인천,14859.9,2021,7
경기,13688.4,2021,7
부산,14493.6,2021,7
대구,15467.1,2021,7
광주,14163.6,2021,7
대전,12196.8,2021,7
울산,14747.7,2021,7
세종,12553.2,2021,7
강원,9253.2,2021,7
충북,8685.6,2021,7
충남,9345.6,2021,7
전북,8893.5,2021,7
전남,10249.8,2021,7
경북,10602.9,2021,7
경남,10665.6,2021,7
제주,27574.8,2021,7
서울,31346.7,2021,8
인천,14239.5,2021,8
경기,13747.8,2021,8
부산,14381.4,2021,8
대구,15536.4,2021,8
광주,14160.3,2021,8
대전,12196.8,2021,8
울산,14364.9,2021,8
세종,12553.2,2021,8
강원,9253.2,2021,8
충북,8698.8,2021,8
충남,9500.7,2021,8
전북,8877.0,2021,8
전남,10490.7,2021,8
경북,10602.9,2021,8
경남,10642.5,2021,8
제주,27574.8,2021,8
서울,31353.3,2021,9
인천,14239.5,2021,9
경기,13949.1,2021,9
부산,14381.4,2021,9
대구,15675.0,2021,9
광주,14315.4,2021,9
대전,12266.1,2021,9
울산,14199.9,2021,9
세종,12553.2,2021,9
강원,9428.1,2021,9
충북,8731.8,2021,9
충남,9543.6,2021,9
전북,8715.3,2021,9
전남,10487.4,2021,9
경북,10345.5,2021,9
경남,10873.5,2021,9
제주,27574.8,2021,9
서울,31884.6,2021,10
인천,14242.8,2021,10
경기,13866.6,2021,10
부산,14586.0,2021,10
대구,15582.6,2021,10
광주,14094.3,2021,10
대전,12351.9,2021,10
울산,14199.9,2021,10
세종,12767.7,2021,10
강원,9804.3,2021,10
충북,8731.8,2021,10
충남,9629.4,2021,10
전북,8860.5,2021,10
전남,9886.8,2021,10
경북,10332.3,2021,10
경남,10969.2,2021,10
제주,22638.0,2021,10
서울,32841.6,2021,11
인천,14704.8,2021,11
경기,14774.1,2021,11
부산,15226.2,2021,11
대구,15721.2,2021,11
광주,14180.1,2021,11
대전,12351.9,2021,11
울산,14199.9,2021,11
세종,12767.7,2021,11
강원,9929.7,2021,11
충북,8725.199999999999,2021,11
충남,9471.0,2021,11
전북,8976.0,2021,11
전남,9764.7,2021,11
경북,10434.6,2021,11
경남,10692.0,2021,11
제주,22638.0,2021,11
서울,32943.9,2021,12
인천,15018.3,2021,12
경기,14711.4,2021,12
부산,16767.3,2021,12
대구,16008.3,2021,12
광주,14536.5,2021,12
대전,12414.6,2021,12
울산,14447.4,2021,12
세종,12338.7,2021,12
강원,10002.3,2021,12
충북,9005.699999999999,2021,12
충남,9665.7,2021,12
전북,9164.1,2021,12
전남,9543.6,2021,12
경북,10880.1,2021,12
경남,10919.7,2021,12
제주,21694.2,2021,12
서울,31620.6,2022,1
인천,15265.8,2022,1
경기,15071.1,2022,1
부산,16945.5,2022,1
대구,15981.9,2022,1
광주,14576.1,2022,1
대전,13157.1,2022,1
울산,14671.8,2022,1
세종,11926.2,2022,1
강원,10002.3,2022,1
충북,9075.0,2022,1
충남,9834.0,2022,1
전북,9378.6,2022,1
전남,9890.1,2022,1
경북,10880.1,2022,1
경남,10936.2,2022,1
제주,21694.2,2022,1
서울,32396.1,2022,2
인천,15219.6,2022,2
경기,15724.5,2022,2
부산,17120.399999999998,2022,2
대구,16397.7,2022,2
광주,14572.8,2022,2
대전,13226.4,2022,2
울산,14671.8,2022,2
세종,11926.2,2022,2
강원,10131.0,2022,2
충북,9042.0,2022,2
충남,9837.3,2022,2
전북,9454.5,2022,2
전남,10124.4,2022,2
경북,11282.7,2022,2
경남,11048.4,2022,2
제주,21093.6,2022,2
서울,31835.1,2022,3
인천,15262.5,2022,3
경기,15793.8,2022,3
부산,16899.3,2022,3
대구,16424.1,2022,3
광주,14995.2,2022,3
대전,13226.4,2022,3
울산,15889.5,2022,3
세종,11926.2,2022,3
강원,10355.4,2022,3
충북,9028.8,2022,3
충남,10015.5,2022,3
전북,9434.7,2022,3
전남,10114.5,2022,3
경북,11282.7,2022,3
경남,11187.0,2022,3
제주,19239.0,2022,3
서울,32244.3,2022,4
인천,15671.7,2022,4
경기,15879.6,2022,4
부산,16899.3,2022,4
대구,16150.2,2022,4
광주,14995.2,2022,4
대전,13681.8,2022,4
울산,18225.9,2022,4
세종,11926.2,2022,4
강원,10503.9,2022,4
충북,9372.0,2022,4
충남,10041.9,2022,4
전북,9510.6,2022,4
전남,10233.3,2022,4
경북,11319.0,2022,4
경남,12021.9,2022,4
제주,19239.0,2022,4
서울,28215.0,2022,5
인천,15807.0,2022,5
경기,16031.4,2022,5
부산,17526.3,2022,5
대구,16047.9,2022,5
광주,14991.9,2022,5
대전,13714.8,2022,5
울산,18018.0,2022,5
세종,11926.2,2022,5
강원,10560.0,2022,5
충북,9682.2,2022,5
충남,10094.7,2022,5
전북,9537.0,2022,5
전남,10269.6,2022,5
경북,11738.1,2022,5
경남,12061.5,2022,5
제주,19239.0,2022,5
서울,28215.0,2022,6
인천,15899.4,2022,6
경기,16262.4,2022,6
부산,17938.8,2022,6
대구,16427.399999999998,2022,6
광주,15364.8,2022,6
대전,13761.0,2022,6
울산,17981.7,2022,6
세종,11926.2,2022,6
강원,10682.1,2022,6
충북,9876.9,2022,6
충남,10114.5,2022,6
전북,9989.1,2022,6
전남,10269.6,2022,6
경북,11639.1,2022,6
경남,11929.5,2022,6
제주,19239.0,2022,6
서울,28215.0,2022,7
인천,16331.7,2022,7
경기,16354.8,2022,7
부산,17991.6,2022,7
대구,16797.0,2022,7
광주,15397.8,2022,7
대전,13761.0,2022,7
울산,17981.7,2022,7
세종,10586.4,2022,7
강원,10725.0,2022,7
충북,9906.6,2022,7
충남,10213.5,2022,7
전북,9995.7,2022,7
전남,10256.4,2022,7
경북,11345.4,2022,7
경남,11969.1,2022,7
제주,19239.0,2022,7
서울,27300.9,2022,8
인천,17044.5,2022,8
경기,16579.2,2022,8
부산,17938.8,2022,8
대구,16780.5,2022,8
광주,15628.8,2022,8
대전,13761.0,2022,8
울산,17932.2,2022,8
세종,10586.4,2022,8
강원,10824.0,2022,8
충북,9903.3,2022,8
충남,10395.0,2022,8
전북,10104.6,2022,8
전남,10197.0,2022,8
경북,11447.7,2022,8
경남,11926.2,2022,8
제주,21542.4,2022,8
서울,28059.9,2022,9
인천,17123.7,2022,9
경기,17008.2,2022,9
부산,18011.399999999998,2022,9
대구,16764.0,2022,9
광주,15358.2,2022,9
대전,14289.0,2022,9
울산,17932.2,2022,9
세종,10586.4,2022,9
강원,10880.1,2022,9
충북,9985.8,2022,9
충남,10395.0,2022,9
전북,10190.4,2022,9
전남,10639.2,2022,9
경북,11949.3,2022,9
경남,11988.9,2022,9
제주,21542.4,2022,9
서울,28059.9,2022,10
인천,16602.3,2022,10
경기,17282.1,2022,10
부산,18470.1,2022,10
대구,16859.7,2022,10
광주,15589.2,2022,10
대전,15107.4,2022,10
울산,18123.6,2022,10
세종,10586.4,2022,10
강원,11398.2,2022,10
충북,9969.3,2022,10
충남,10919.7,2022,10
전북,10243.2,2022,10
전남,10659.0,2022,10
경북,12012.0,2022,10
경남,11889.9,2022,10
제주,22159.5,2022,10
서울,29835.3,2022,11
인천,16641.899999999998,2022,11
경기,16585.8,2022,11
부산,19823.1,2022,11
대구,16566.0,2022,11
광주,15684.9,2022,11
대전,15137.1,2022,11
울산,18932.1,2022,11
세종,10586.4,2022,11
강원,12398.1,2022,11
충북,9969.3,2022,11
충남,11051.7,2022,11
전북,10411.5,2022,11
전남,10718.4,2022,11
경북,12081.3,2022,11
경남,11863.5,2022,11
제주,22159.5,2022,11
서울,29779.2,2022,12
인천,16655.1,2022,12
경기,17169.899999999998,2022,12
부산,19456.8,2022,12
대구,16899.3,2022,12
광주,14625.6,2022,12
대전,15298.8,2022,12
울산,18321.6,2022,12
세종,12279.3,2022,12
강원,12688.5,2022,12
충북,10520.4,2022,12
충남,11035.2,2022,12
전북,10381.8,2022,12
전남,10596.3,2022,12
경북,12289.2,2022,12
경남,11860.2,2022,12
제주,22951.5,2022,12
서울,30630.6,2023,1
인천,16625.399999999998,2023,1
경기,17239.2,2023,1
부산,19456.8,2023,1
대구,16958.7,2023,1
광주,17268.899999999998,2023,1
대전,15440.7,2023,1
울산,18321.6,2023,1
세종,12279.3,2023,1
강원,12688.5,2023,1
충북,10520.4,2023,1
충남,11338.8,2023,1
전북,10381.8,2023,1
전남,10616.1,2023,1
경북,12516.9,2023,1
경남,11929.5,2023,1
제주,22951.5,2023,1
서울,30445.8,2023,2
인천,16288.8,2023,2
경기,17252.399999999998,2023,2
부산,19116.9,2023,2
대구,17087.399999999998,2023,2
광주,15275.7,2023,2
대전,15556.2,2023,2
울산,18321.6,2023,2
세종,12279.3,2023,2
강원,12688.5,2023,2
충북,10589.7,2023,2
충남,11738.1,2023,2
전북,10381.8,2023,2
전남,10946.1,2023,2
경북,12513.6,2023,2
경남,11823.9,2023,2
제주,22948.2,2023,2
서울,30624.0,2023,3
인천,16391.1,2023,3
경기,18202.8,2023,3
부산,19199.4,2023,3
대구,17087.399999999998,2023,3
광주,16651.8,2023,3
대전,15556.2,2023,3
울산,18423.9,2023,3
세종,12279.3,2023,3
강원,12939.3,2023,3
충북,10635.9,2023,3
충남,11738.1,2023,3
전북,10645.8,2023,3
전남,10942.8,2023,3
경북,12513.6,2023,3
경남,11962.5,2023,3
제주,23740.2,2023,3
서울,30643.8,2023,4
인천,16397.7,2023,4
경기,19133.4,2023,4
부산,19371.0,2023,4
대구,17087.399999999998,2023,4
광주,16651.8,2023,4
대전,16153.5,2023,4
울산,18423.9,2023,4
세종,12279.3,2023,4
강원,12969.0,2023,4
충북,10794.3,2023,4
충남,11748.0,2023,4
전북,10942.8,2023,4
전남,10939.5,2023,4
경북,12513.6,2023,4
경남,11936.1,2023,4
제주,23740.2,2023,4
서울,31066.2,2023,5
인천,16470.3,2023,5
경기,19163.1,2023,5
부산,20093.7,2023,5
대구,18047.7,2023,5
광주,18176.4,2023,5
대전,16153.5,2023,5
울산,17869.5,2023,5
세종,12279.3,2023,5
강원,12969.0,2023,5
충북,10546.8,2023,5
충남,11757.9,2023,5
전북,10942.8,2023,5
전남,11226.6,2023,5
경북,12305.7,2023,5
경남,11536.8,2023,5
제주,23740.2,2023,5
서울,31927.5,2023,6
인천,16460.399999999998,2023,6
경기,19364.4,2023,6
부산,20621.7,2023,6
대구,16968.6,2023,6
광주,18176.4,2023,6
대전,16278.9,2023,6
울산,17991.6,2023,6
세종,12279.3,2023,6
강원,12401.4,2023,6
충북,10609.5,2023,6
충남,11771.1,2023,6
전북,11124.3,2023,6
전남,11226.6,2023,6
경북,12639.0,2023,6
경남,11655.6,2023,6
제주,24175.8,2023,6
서울,31927.5,2023,7
인천,16064.4,2023,7
경기,19542.6,2023,7
부산,20687.7,2023,7
대구,16358.1,2023,7
광주,18146.7,2023,7
대전,16731.0,2023,7
울산,17991.6,2023,7
세종,12279.3,2023,7
강원,13365.0,2023,7
충북,10612.8,2023,7
충남,11784.3,2023,7
전북,11196.9,2023,7
전남,11394.9,2023,7
경북,12843.6,2023,7
경남,11279.4,2023,7
제주,24175.8,2023,7
서울,31795.5,2023,8
인천,16097.4,2023,8
경기,19572.3,2023,8
부산,21921.9,2023,8
대구,16688.1,2023,8
광주,18252.3,2023,8
대전,16731.0,2023,8
울산,18067.5,2023,8
세종,12279.3,2023,8
강원,13374.9,2023,8
충북,10725.0,2023,8
충남,11843.7,2023,8
전북,11596.2,2023,8
전남,12074.7,2023,8
경북,13318.8,2023,8
경남,11163.9,2023,8
제주,25551.9,2023,8
서울,32000.1,2023,9
인천,16100.7,2023,9
경기,19509.6,2023,9
부산,21921.9,2023,9
대구,16688.1,2023,9
광주,18011.399999999998,2023,9
대전,16731.0,2023,9
울산,17928.899999999998,2023,9
세종,12279.3,2023,9
강원,13724.7,2023,9
충북,10926.3,2023,9
충남,11853.6,2023,9
전북,11583.0,2023,9
전남,12031.8,2023,9
경북,13335.3,2023,9
경남,11622.6,2023,9
제주,25551.9,2023,9
서울,32155.2,2023,10
인천,16872.899999999998,2023,10
경기,19532.7,2023,10
부산,22182.6,2023,10
대구,17575.8,2023,10
광주,18011.399999999998,2023,10
대전,16361.4,2023,10
울산,17777.1,2023,10
세종,12279.3,2023,10
강원,14298.9,2023,10
충북,11203.5,2023,10
충남,11922.9,2023,10
전북,11559.9,2023,10
전남,12031.8,2023,10
경북,13335.3,2023,10
경남,12929.4,2023,10
제주,25743.3,2023,10
서울,34145.1,2023,11
인천,16816.8,2023,11
경기,21304.8,2023,11
부산,20691.0,2023,11
대구,17575.8,2023,11
광주,17998.2,2023,11
대전,16335.0,2023,11
울산,16698.0,2023,11
세종,12279.3,2023,11
강원,14487.0,2023,11
충북,11299.2,2023,11
충남,12767.7,2023,11
전북,11612.7,2023,11
전남,13401.3,2023,11
경북,13668.6,2023,11
경남,13919.4,2023,11
제주,25743.3,2023,11
서울,34947.0,2023,12
인천,16493.399999999998,2023,12
경기,21591.9,2023,12
부산,20691.0,2023,12
대구,,2023,12
광주,18107.1,2023,12
대전,16160.1,2023,12
울산,16024.8,2023,12
세종,,2023,12
강원,14642.1,2023,12
충북,11540.1,2023,12
충남,12823.8,2023,12
전북,11612.7,2023,12
전남,13401.3,2023,12
경북,13190.1,2023,12
경남,13431.0,2023,12
제주,25743.3,2023,12
서울,37072.2,2024,1
인천,16453.8,2024,1
경기,21519.3,2024,1
부산,20691.0,2024,1
대구,,2024,1
광주,18532.8,2024,1
대전,16160.1,2024,1
울산,16024.8,2024,1
세종,,2024,1
강원,14642.1,2024,1
충북,11540.1,2024,1
충남,11932.8,2024,1
전북,11612.7,2024,1
전남,12417.9,2024,1
경북,13770.9,2024,1
경남,13431.0,2024,1
제주,25743.3,2024,1
서울,37808.1,2024,2
인천,18090.6,2024,2
경기,20892.3,2024,2
부산,20575.5,2024,2
대구,,2024,2
광주,19054.2,2024,2
대전,17216.1,2024,2
울산,16724.399999999998,2024,2
세종,,2024,2
강원,14642.1,2024,2
충북,11711.7,2024,2
충남,12064.8,2024,2
전북,12318.9,2024,2
전남,12147.3,2024,2
경북,13784.1,2024,2
경남,13840.2,2024,2
제주,24773.1,2024,2
서울,37943.4,2024,3
인천,18117.0,2024,3
경기,20895.6,2024,3
부산,20575.5,2024,3
대구,30600.9,2024,3
광주,18885.9,2024,3
대전,17351.399999999998,2024,3
울산,16711.2,2024,3
세종,,2024,3
강원,14642.1,2024,3
충북,12592.8,2024,3
충남,12064.8,2024,3
전북,12487.2,2024,3
전남,12147.3,2024,3
경북,13784.1,2024,3
경남,13840.2,2024,3
제주,24773.1,2024,3
서울,38841.0,2024,4
인천,18189.6,2024,4
경기,21083.7,2024,4
부산,20116.8,2024,4
대구,30600.9,2024,4
광주,18885.9,2024,4
대전,18767.1,2024,4
울산,16942.2,2024,4
세종,,2024,4
강원,14777.4,2024,4
충북,12962.4,2024,4
충남,12117.6,2024,4
전북,12226.5,2024,4
전남,12147.3,2024,4
경북,13784.1,2024,4
경남,13840.2,2024,4
제주,24773.1,2024,4
서울,38629.8,2024,5
인천,18239.1,2024,5
경기,20908.8,2024,5
부산,20859.3,2024,5
대구,23964.6,2024,5
광주,18054.3,2024,5
대전,18767.1,2024,5
울산,18222.6,2024,5
세종,,2024,5
강원,14774.1,2024,5
